,Unnamed: 0,Datetime,Tweet Id,Text,Username
102,102,2019-09-18 12:28:17+00:00,1174299098448445440,ID RUU KUHP di sahkan 6hari lagi jadi klo nyuruh kamu pindah agama sekarang gak bisa kena pasal Masih ada waktu 6 hari lagi Buat yg mau ngewe di muka umum juga masih ada kesempatan,i_satriad
103,103,2019-09-18 12:24:10+00:00,1174298065592733696,Dari dulu jg dihukum Gak mesti di ruu kuhp,mherzaabdrahman
104,104,2019-09-18 12:22:29+00:00,1174297639996669953,DPR dan Pemerintah Sepakat Revisi KUHP Segera Diparipurnakan Kesepakatan itu dia,KEZIAAM0UR
105,105,2019-09-18 12:14:44+00:00,1174295689330753536,Itu permisalan aja soal pubg ini rancangan revisi RUU KUHP Udh mulai di bahas jadi intinya walaupun ga di tinggal di daerah tsb kalo di daerah tsb ada larangan tertentu terus kita ngelanggar di daerah lain tetep kena pidana Dari yang gue tonton di YouTube,Moveooonnn
106,106,2019-09-18 12:13:46+00:00,1174295447608815619,Maksudnya itu segera sahkan RUU Penghapusan Kekerasan Seksual bukan malah RKUHP yang lebih kolonial dari KUHP lama peninggalan Belanda,Don_Marthino
107,107,2019-09-18 12:11:29+00:00,1174294872141914112,Ga ada buktinya Ga selalu ga ada bukti Cara pembuktiannya ngikut cara pembuktian kuhp lama Sebenernya di kuhp lama ada delik soal kekerasan seksual dengan cara memanipulasi cuma ga spesifik kayak dengan memanipulasi dengan cara janji dinikahi,bittercvp
108,108,2019-09-18 12:09:39+00:00,1174294411838013440,engga ini maksud aku gimana mereka dapet uang kalo kuhp ngeluarin sex yang bukan dalam pernikahan di pidana minimal 1 tahun dan denda gimana mereka makan kalo mereka tetep nerusin mereka bisa dipenjara,seulgiesss
109,109,2019-09-18 12:01:23+00:00,1174292328611119104,Yg bikin kuhp nya jga emg ga pada seks luar nikah lol,ayamgeprek1999
110,110,2019-09-18 11:58:12+00:00,1174291527415169024,btul skli theres a lot of problem yg masih blm bs diselesaikan atauuu blm nemu jalan keluarnya tp knp malah pilih bkin kuhp macam gini huhu i just dont get it ngewe adalah pilihan pribadi orang orang,swextdemon
111,111,2019-09-18 11:54:28+00:00,1174290588671168512,theres a lot of problem di Indonesia yg belum well tp kenapa malah pilih kuhp yg berkaitan dgn selangkangan orang,swextdemon
112,112,2019-09-18 11:53:53+00:00,1174290443330154496,imo Beside dilarang agama kegiatan sexual itu hak pribadi masing masing Mau ngeue tp kalo consent kan jg gaada pihak yg dirugikan KECUALI kalau korban rapist nah ini yg harusnya dibikin KUHP,swextdemon
113,113,2019-09-18 11:49:35+00:00,1174289360683847680,Revisi UU KPK down RUU KUHP Kontroversi Capim KPK down,umaruuma19
114,114,2019-09-18 11:48:34+00:00,1174289105519202304,Tp kalo gue baca di kuhp lama udah ada kalo salah Cuman yg bikin masalah penerapannya sih ditambah pasal penghinaan presiden,lapconq
115,115,2019-09-18 11:45:16+00:00,1174288272362635271,Hati2 bang besok2 kalo mengeritik kena KUHP yg baru,RiskyArafah
116,116,2019-09-18 11:41:35+00:00,1174287348718174208,heryanto DPR periode ini sepertinya mau meninggalkan LEGACY besar dengan UU KUHP baru mengganti KUHP peninggalan Belanda PR besar di MK Perbaiki satu persatu heryanto id Pndj,Verbum_Ang
117,117,2019-09-18 11:40:18+00:00,1174287024179691520,Jgn ada uu kuhp Bisa dipidana,abangoleh
118,118,2019-09-18 11:39:34+00:00,1174286839160528902,Revisi KUHP mbak di dalamnya banyak banget pasal karet Contohnya udah aku sebut di atas sementara pada 2006 pasal penghinaan presiden itu dihapuskan oleh MK karena sifatnya subjektif rentan disalah gunakan untuk membungkam suara,Coretanditoilet
119,119,2019-09-18 11:16:59+00:00,1174281155945754625,RUU PKS Tidak membahas pelegalan zina tentang zina sudah diatur di KUHP Pasal 284 yang dirumuskan sebagai kejahatan dalam perkawinan dan merupakan delik aduan bila terjadi selingkuh setelah menikah sampe sini paham ughteaa Makanya kalo diajak diskusi ormek lain jangan kabur2,InYourDre_am
120,120,2019-09-18 11:10:34+00:00,1174279540291469313,Bang RUU KUHP tlg dipelototin jga,KenikoSpacy
121,121,2019-09-18 11:03:17+00:00,1174277707221258240,Kalau misalnya si fahri sama si daniel ketahuan ml gimana Kena pasal kuhp yg baru ngak,masuyung
122,122,2019-09-18 11:02:12+00:00,1174277437699477504,Kalau dari hasil diskusi aku sama temenku yg menentang sih kak menurut pihak kontra ada beberapa pasal ruu pks yg ada celahnya kayak yg pasal pemaksaan hubungan seksual nah menurut mereka kalau ga dipaksa ya ga kena hukum dong Padahal pasal soal zina ada di pasal 284 KUHP udah,syeonkundery
123,123,2019-09-18 10:49:24+00:00,1174274215387783170,inuu Kerjaannya ada liat tuh revisi uu kpk sama kuhp,bayunoviza
124,124,2019-09-18 10:47:52+00:00,1174273827737673729,Menentang komunisme tapi gaya pemerintahan mirip komunisme Apa apa dilarang RUU KUHP ini seperti hukum moral sih menurut gue,apaituindie
125,125,2019-09-18 10:44:34+00:00,1174272997735223302,kan masih ada uu kesehatan kalo kuhp lex generalis bilang aborsi bisa dipidana tapi masih ada uu kesehatan lex spesialis yang rinciannya memperbolehkan dengan syarat tertentu termasuk hasil pemerkosaan jadi tenang wan maneh ga harus bundir,thetaterthot
126,126,2019-09-18 10:39:12+00:00,1174271648658264064,ada peraturan tentang itu juga kok di KUHP,youngbojes
127,127,2019-09-18 10:36:19+00:00,1174270920883658752,Meh dilaporke ng kuhp sek ra mas fikeeek Wong magelang to mas dikau,agnessint_
128,128,2019-09-18 10:35:29+00:00,1174270711369740289,KUHP yg sekarang sdh berusia 101 thn disahkan pada 1915 tetapi RKUHP yg baru justru mundur berabad abad,danielht2009
129,129,2019-09-18 10:27:33+00:00,1174268715367567360,Ga di KUHP sekarang Pasal 106 Makar dengan maksud supaya seluruh atau sebagian wilayah negara jatuh ke tangan musuh atau memisahkan sebagian dari wilayah negara diancam dengan pidana penjara seumur hidup atau pidana penjara sementara paling lama dua puluh tahun,mitatweets
130,130,2019-09-18 10:19:00+00:00,1174266565593837569,Indonesia RUU KUHP Exist Wonderful Indonesia BeCareful Indonesia bacotsantuy,whyapxx
131,131,2019-09-18 10:11:09+00:00,1174264587841155072,kalau RUU KUHP jadi disahkan apakah anda akan tutup akun,besokmasihbisa
132,132,2019-09-18 10:10:52+00:00,1174264519901810688,rom Boleh minta draft ruu kuhp nya gak Pengen baca,aesburst
133,133,2019-09-18 10:09:58+00:00,1174264291073122305,Bisa di gugurin kalo sekarang Kecuali RKUHP nyaa di sahkan oleh DPR Artinya KUHP sudah tidak berlaku lagii Semangat untuk anak perempuan 16 tahun,Tsubasa0zorro
134,134,2019-09-18 10:09:46+00:00,1174264243060903936,Ya hrs konsisten dong buat yg kmr framing taliban kpk Faktanya pada diam atau setengah hati kan Ini KUHP loh Spektrumnya lbh luas daripada kasus korupsi,Takviri
135,135,2019-09-18 10:05:30+00:00,1174263168534818817,Edukasi literasi sosialisasi tentang apa itu KUHP apa saja isinya itu kita jarang dapet Terus tiba tiba ada RUU KUHP yang masyarakat mungkin tidak tahu isinya Apa nanti penjara ga penuh orang yg plonga plongo saya kenapa saya kenapa,asetnegara_
136,136,2019-09-18 10:04:57+00:00,1174263027853594631,kom3 Menkumham Yasona Laoli karena ini KUHP baru kami akan menunjuk orang orang yang certify dalam menjelaskan undang undang ini kepada masyarakat,Alexahelena1
137,137,2019-09-18 10:00:42+00:00,1174261960260694016,ada lah pasal KUHP,calmrifqah
138,138,2019-09-18 09:53:09+00:00,1174260057493639170,wadaw isinya revisi RUU KUHP,fiqi_shafar
139,139,2019-09-18 09:50:46+00:00,1174259457636929539,Mending kuhp yg dulu lah bangsat mo ngeue tinggal ngeue yg penting ada consent dan sama2 dewasa ga kek gini apa2an anj harus kawin,amelianvlnda
140,140,2019-09-18 09:44:08+00:00,1174257789604179968,kom3 M Nurdin Perjuangan JawaBarat X demikian banyak dim dalam RUU KUHP membuat pembahasan RUU KUHP berlangsung lama Fraksi PDI Perjuangan memberikan persetujuan dengan memberikan persetujuan dengan catatan,Alexahelena1
141,141,2019-09-18 09:44:08+00:00,1174257788207489024,Beneran cepet banget bahasnya giliran kuhp belum kelar2,syutansyah
142,142,2019-09-18 09:43:34+00:00,1174257647144640512,Ruu KUHP aku drop di replay full anying Ada 600 pasal bgst Lu search sendiri lah,Natakheartless
143,143,2019-09-18 09:42:35+00:00,1174257398497914880,kom3 Ir H Mulyadi Fraksi Demokrat Sumbar II DPR partai Demokrat menyatakan setuju agar RUU KUHP dibicarakan pada tingkat 2,Alexahelena1
144,144,2019-09-18 09:41:42+00:00,1174257176132669440,Iya RUU KUHP iyaaa bang,whatsekarreads
145,145,2019-09-18 09:40:53+00:00,1174256970443952130,RUU KUHP,IjharNF
146,146,2019-09-18 09:39:00+00:00,1174256496865153025,Kom3 Zulfan Aceh2 F Nasdem menyayakan bahwa kebijakan pembaruan UU dengan KUHP yang baru sebagai pembangunan baru sistem hukum indonesia yang bernilai demokrasi konsolidasi hukum pidana baik sebagai perkembangan hukum pidana serta norma norma yang,Rammmaee
147,147,2019-09-18 09:36:51+00:00,1174255958203228160,Kom3 Zulfan Aceh2 Fraksi Partai Nasdem menyetujui RUU KUHP untuk dibahas ditingkat dua dalam rapat Paripurna,dantria_jkt
148,148,2019-09-18 09:36:28+00:00,1174255860178137088,KUHP nya bisa berlaku kalau ketahuan mbak kl gak ketahuan ya lanjooootttt,WiSHmeU
149,149,2019-09-18 09:33:39+00:00,1174255153572196352,Intel katel ini punya KUHP baru Dugaan Penghina Presiden Dugaan Makar Hukumanya mati ditembak ato ditenggelemin Asyichh kan ndro,fallsky90
150,150,2019-09-18 09:31:51+00:00,1174254700679565313,puisi klo perkara sama2 pidana biasa gunakan saja KUHP KUHAP sejak awal bukan dibentuk UU KPK sejak awal justru karena ini perkara pidana khusus makanya perlakuan approaching case nya jg khusus semakin kentara narasi Anda sih memang pengen KPK lemah itu orang bodoh jg bisa baca,rickydp19
151,151,2019-09-18 09:27:28+00:00,1174253594536796161,Anda tidak mengikuti berita saat ini mengenai RUU KUHP Foto di atas itu RUU KUHP Bahaya loh mahasiswa hukum tapi tak ikut trend soal hukum Itu rumusan deliknya di atas itu sudah menjelaskan Tadi ada menfess lain ada pembahasan jug soal pasal 417 KUHP,etnomenignotum
152,152,2019-09-18 09:18:15+00:00,1174251274751156231,Kom3 Siti PKB Banten3 Fraksi PKB DPR RI berpendapat menyetujui RUU KUHP untuk dilanjutkan pada tingkat selanjutnya sesuai dengan ketentuan yg berlaku,dantria_jkt
153,153,2019-09-18 08:59:07+00:00,1174246461594378241,Bisa wak Tentang kesusilaan Pasal 281 atau penghinaan ringan 315 KUHP Belum tau kalo di RKUHP,_Arokk
154,154,2019-09-18 08:59:03+00:00,1174246444204724224,Gmana kalo yang kena razia grebek Kan sbelumnya cuma diberi pembinaan abis itu dilepas Kalo make KUHP ini apakah digrebek langsung diproses pidana,normokrom
155,155,2019-09-18 08:54:15+00:00,1174245235632877569,Bisa jadi itu adalah pengalihan untuk di sahkannya ruu kuhp yang masih rampung,mrfkyrfny
156,156,2019-09-18 08:45:08+00:00,1174242943315652611,Harusnya menjelang Pelantikan DPR RI lalu pelantikan Presiden tidak boleh ada pembuatan keputusan penting dalam berbangsa bernegara Revisi KUHP Revisi UU KPK Harusnya diselesaikan oleh DPR baru Oleh kabinet baru Nanti juga nggak telat,dawiguna
157,157,2019-09-18 08:42:38+00:00,1174242311292837889,Sama aja kayak kuhp kemarin zina itu delik aduan yg bisa lapor cuman istri suami Di ruu kuhp ini di tambahkan orangtua bisa melakukan pengaduan ke pihak yg berwenang,dhiekaaskar
158,158,2019-09-18 08:39:29+00:00,1174241520909770752,gak cuma DILUAR pernikahan perzinahan DIDALAM ikatan pernikahan juga ada hukum nya pasal 284 KUHP tahun 2015,haisanas
159,159,2019-09-18 08:27:13+00:00,1174238435521040390,rom Ini kutipan draft RUU KUHP yang sekarang,ayubulan
160,160,2019-09-18 08:24:50+00:00,1174237833588105217,Wah tahu ngak sih denda pencemaran naik baik di KUHP yang baru disahkan hari ini berapa,KitabVishanti
161,161,2019-09-18 08:09:19+00:00,1174233928468697090,Loh kan yang kita bahas disini RUU KUHP bagian aborsi Mau disahkan apa nggak tetep ada batas 6 minggu buat digugurin kayak reply an pertamaku Masalah di artikel itu hamilnya udah tua zigot udah jadi janin bayi berbentuk manusia artikelnya dibaca dulu,putra_duha
162,162,2019-09-18 07:54:17+00:00,1174230144669638656,Yang ingin ditekankan pd RUU PKS adanya payung hukum yg bisa melindungi masyarakat dr kekerasan seksual yg selama ini tdk di definisikan secara detail pada UU yg sudah ada KUHP Di KUHP hanya ada istilah pemerkosaan dan pencabulan tanpa menjabarkan apa saja bentuk pencabulan,NaomiMeidita
163,163,2019-09-18 07:54:14+00:00,1174230131495395329,2 prostitusi legal hm lah yang ada tidak dibolehkan pemaksaan prostitusi Again darimana narasi prostitusi di legalin Kembali lg ke poin 1 larangan prostitusi sudah ada di KUHP,NaomiMeidita
164,164,2019-09-18 07:54:13+00:00,1174230129536643072,1 aborsi legal Kalo dilihat di RUU PKS yg tidak dibolehkan pemaksaan aborsi Lah trs kok kalian bisa blg pasal tsb menjadi rancu dan bs melegalkan aborsi padahal di KUHP sudah jelas dilarang aborsi UU PKS TIDAK membatalkan pasal mengenai aborsi pada UU KUHP,NaomiMeidita
165,165,2019-09-18 07:36:57+00:00,1174225784724172800,ruu kuhp disahkan,pissfaiwy
166,166,2019-09-18 07:25:17+00:00,1174222848472363008,Wih lumayan rame Saatnya ngajak yuk kita revolusi sebelum KUHP baru memenjara kita dengan pasal pasal absurdnya,nailacoplacha
167,167,2019-09-18 07:16:37+00:00,1174220668042395648,Lho kok evaluasi kan dukung RUU PKS bukan KUHP,mrwnfsnry
168,168,2019-09-18 07:00:11+00:00,1174216530139262976,RUU KUHP Pelaku Makar Terhadap Presiden Diancam Pidana Mati KUHP produk anak ba,galxxs
169,169,2019-09-18 06:46:27+00:00,1174213076532510721,pengen komen tapi takut kena kuhp,syareeve
170,170,2019-09-18 06:10:22+00:00,1174203994820005889,Lx gani Lah itu sdh ada di Kitab Undang Undang Hukum Pidana KUHP Pasal 284 menghukum pelaku zinah dengan hukuman maksimal 9 bulan penjara Tentang Perkawinan,felixsandian
171,171,2019-09-18 05:55:11+00:00,1174200171149877248,kempel Bahaya pasal kuhp hahaha,diptha_aditama
172,172,2019-09-18 05:35:20+00:00,1174195179097665536,Ada mahasiswa yg komplen BEM ga gerak masalah RUU KUHP jadi EO doang ngurus acara mulu wkwk liat aja di IG nya Tp yg seru komennya da dimatiin skrg cuma kasih statement doang,stvenc
173,173,2019-09-18 05:27:30+00:00,1174193207263019008,RUU KUHP menggiring kita menjadi seseorang yg introvert Soalnya setiap kita melakukan sesuatu takut terjerat dengan UU tsb,kimragill
174,174,2019-09-18 05:20:16+00:00,1174191384556900352,RUU KPK dijadikan pengalih agar RUU KUHP gak diperhatikan,firmanfloydrush
175,175,2019-09-18 05:06:07+00:00,1174187825291563009,Manntul nih Kuhp wkk,yugosetyo18
176,176,2019-09-18 04:25:00+00:00,1174177476362129408,wu li wu zhong Dikepung kabut Ya seperti yg terjadi saat ini baik secara harfiah kabut asap di mana mana maupun secara kiasan kepala penuh kabut jadi enggak bisa dipakai berpikir jernih Sawit UU KPK UU KUHP dsb PepatahCina Dibaca wu li wu cong,DragonoHalim
177,177,2019-09-18 04:12:02+00:00,1174174212623425536,Doi khan kayak pasal2 kuhp selalu junto nya,Twitland_guard
178,178,2019-09-18 04:02:57+00:00,1174171927000358912,Jika dirugikan bisa 310 KUHP Juga UU ITE,LinaPAnandya
179,179,2019-09-18 03:51:05+00:00,1174168943272947712,Sebelum RUU KUHP disahkan masih aman lah ya Hati hati kena ciduk ntar,sonsooonnn
180,180,2019-09-18 03:50:21+00:00,1174168756341415942,Penghinaan terhadap presiden ini bisa dipidanakan sesuai KUHP baru,variant_rk
181,181,2019-09-18 03:46:51+00:00,1174167876686635008,giusepe Kalo di hukum yg masih belaku saat ini sih untuk perkara zina alat bukti saksi minimal 2 orang laki laki yang menyaksikan adegan langsung Kalo di RUU KUHP yg baru gatau deh nanti gimana belum baca,durudududung
182,182,2019-09-18 03:18:15+00:00,1174160679504269312,Hahahahahhahahaha ngaaaa kalo RUU KUHP beneran disahin Yg bikin yg dipenjara 4 5 thn,mstqmajinegoro
183,183,2019-09-18 03:12:46+00:00,1174159301549543424,Oh maksudnya kasus lama Tergantung di KUHP baru ini tenggat pelaporan berapa lama Biasanya kalo udah lewat tenggat waktu ga bisa diapa2in kecuali kasus2 istimewa yg sengaja diangkat pemerintah DPR sendiri baru bs dibuka lagi,debukosmik
184,184,2019-09-18 02:58:01+00:00,1174155589221404672,Pas banget momennya terpilih lg pemindahan ibukota pengesahan UU KPK pengesahan UU KUHP yg d dalamnya ada pasal penghinaan presiden yg bisa jadi pasal karet mirip UU ITE dan segera menyusul perangkat2 pemerintah lainnya,gb_sleepy
185,185,2019-09-18 02:55:36+00:00,1174154980451745792,beneran bingung bgt makin lama makin ngawur ini revisi kuhp ya Allah,haugeer
186,186,2019-09-18 02:37:12+00:00,1174150350258835456,Inti dr penolakan banyak pihak dr awal sebetulnya akan mncul yg sort ini Sbntar lg dpr akan merevisi UU tipikor dan kuhp yg poinnya jstru meringankan hukuman utk koruptor Posisi presiden mmng sulit scra partai2 tsb yg anggotanya bnyk terjerat korupsi adlh partai pendukungnya,Moonlig60747098
187,187,2019-09-18 02:31:36+00:00,1174148938858762241,Revisi Posisi kpk dah sama dg polisi n kejaksaan terus dimana lex spesialisnya UU KPK klu sama dg kuhp kembalikan aja lagi ke polisi n jaksa ngak perlu kpk,kellyrudi
188,188,2019-09-18 02:29:47+00:00,1174148484305260544,Yang mendukung revisi KPK itu sebagian emang taklid buta sama Jokowi sedikit yang punya alasan logis dan benar Udah jelas2 RUU KUHP itu hukuman buat koruptor malah lebih ringan dari sebelumnya Memperkuat KPK darimananya kalo gini,andesshhh
189,189,2019-09-18 02:17:44+00:00,1174145448430321664,Kalau RUU KUHP udah bebas dr ideologi tertentu,HendiBram
190,190,2019-09-18 02:14:31+00:00,1174144641408499712,KUHP belum pernah direvisi selama 100 tahun Pemerintah skrg suka punya bab yg agak panjang di buku sejarah,lapadjavva
191,191,2019-09-18 02:06:50+00:00,1174142705208909825,devout Hallo the unroll you asked for Thread by Ardi Penyusunan RUU KUHP secara tersirat memang tidak bisa dipungkiri didasarkan atas pengaruh ajaran agama tertentu Salah s Share this if you think it s interesting,threadreaderapp
192,192,2019-09-18 01:38:50+00:00,1174135659902033921,Ya karena emang ada yang multitafsir mbak put kalo dibilang salah tafsir itu mah denial sbb mosok yang salah tafsir kok banyak agama itu mostly isinya mirip hukum itulah kenapa jadi multi tafsir sbb KUHP aja dipake lawyer sama jaksa bisa beda intepretasi kok,andesshhh
193,193,2019-09-18 01:30:59+00:00,1174133686935011333,Yang bikin KUHP ini gak pernah ngewek sm istri suami orang SUCIIIHHHH,BTabietha
194,194,2019-09-18 01:05:35+00:00,1174127293498712065,Tiati bentar lagi ada KUHP Kena pidana anda,Pebri15531828
195,195,2019-09-18 01:02:31+00:00,1174126523026042880,rom Kalau tidak salah RUU KUHP yang baru memasukkan semua seks non marital adalah perbuatan kriminal,wdinawan
196,196,2019-09-18 00:17:39+00:00,1174115231804448769,Iya itu salah satu RUU KUHP yg baru nantinya mbak Ada banyak pasal yg nyleneh sih emangg,RockIsZero
